product_id,normalized_text,normalized_text_full_v4,product_identity_text_v4,enrichment_query_text_v4,enrichment_query_disambiguator_v4,normalized_text_full_v4_1,product_identity_text_v4_1,enrichment_query_text_v4_1,enrichment_query_disambiguator_v4_1,enrichment_retrieval_text_v4_1,source_char_count,query_v4_char_count,query_v4_1_char_count,retrieval_v4_1_char_count,container_type_raw_v4_1,container_type_v4_1,unit_content_amount_v4_1,pack_unit_count_v4_1,pack_structure_raw_v4_1,pack_structure_v4_1,pack_parse_status_v4_1,pack_parse_warnings_v4_1,brand_or_product_name_v4,brand_or_product_name_v4_1,dosage_form_v4,dosage_form_v4_1,strength_v4,strength_v4_1,manufacturer_v4_1,normalization_flags_v4_1,normalization_warnings_v4_1,safety_flags_v4_1,m5_0_label_norm_v4_identity_preserved,m5_0_label_norm_v4_query_appropriate,m5_0_label_norm_v4_notes,m5_1_resolution_status,m5_1_resolution_reason,query_gained_container_v4_1,query_gained_unit_amount_v4_1,query_gained_pack_count_v4_1,role_assignment_ok_v4_1,possible_brand_loss_v4_1,possible_form_loss_v4_1,possible_strength_loss_v4_1,possible_pack_loss_v4_1
12389,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ; фильтр-пакеты; 1.5 г; N20; производитель: ЗДОРОВЬЕ ФИРМА ООО,Мяты Перечной Листья; фильтр-пакеты; 1.5 г; N20; ЗДОРОВЬЕ ФИРМА ООО,Мяты Перечной Листья фильтр-пакеты 1.5 г N20,ЗДОРОВЬЕ ФИРМА ООО,"Мяты Перечной Листья; фильтр-пакеты; 1.5 г; 1.5 г, N20; производитель: ЗДОРОВЬЕ ФИРМА ООО","Мяты Перечной Листья; фильтр-пакеты; 1.5 г; 1.5 г, N20; ЗДОРОВЬЕ ФИРМА ООО",Мяты Перечной Листья фильтр-пакеты 1.5 г N20,ЗДОРОВЬЕ ФИРМА ООО,"Мяты Перечной Листья фильтр-пакеты 1.5 г N20, ЗДОРОВЬЕ ФИРМА ООО",84,44,44,64,,unknown,1.5 г,N20,"1,5Г №20","1.5 г, N20",parsed,,Мяты Перечной Листья,Мяты Перечной Листья,фильтр-пакеты,фильтр-пакеты,1.5 г,1.5 г,ЗДОРОВЬЕ ФИРМА ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
12495,МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,"МУКОСАТ; мазь, для наружного применения; 5%; 30 г; производитель: ЗЕЛЕНАЯ ДУБРАВА ЗАО",Мукосат; мазь; 5%; 30 г; ЗЕЛЕНАЯ ДУБРАВА ЗАО,Мукосат мазь 5% 30 г,ЗЕЛЕНАЯ ДУБРАВА ЗАО,"Мукосат; мазь, для наружного применения; 5%; туба 30 г, N1; производитель: ЗЕЛЕНАЯ ДУБРАВА ЗАО","Мукосат; мазь; 5%; туба 30 г, N1; ЗЕЛЕНАЯ ДУБРАВА ЗАО",Мукосат мазь 5% туба 30 г N1,ЗЕЛЕНАЯ ДУБРАВА ЗАО,"Мукосат мазь 5% туба 30 г N1, ЗЕЛЕНАЯ ДУБРАВА ЗАО",83,20,28,49,ТУБА,туба,30 г,N1,ТУБА 30Г,"туба 30 г, N1",parsed,implicit_single_unit_count,Мукосат,Мукосат,мазь,мазь,5%,5%,ЗЕЛЕНАЯ ДУБРАВА ЗАО,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,true,false,true,true,false,false,false,false
13125,МИКРОГИНОН ТАБЛ. П/О 150МКГ+30МКГ №21 | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,"МИКРОГИНОН; таблетки, покрытые оболочкой; 150 мкг + 30 мкг; N21; производитель: ДЕЛЬФАРМ ЛИЛЛЬ С.А.С",Микрогинон; таблетки; 150 мкг + 30 мкг; N21; ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,Микрогинон таблетки 150 мкг + 30 мкг N21,ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,"Микрогинон; таблетки, покрытые оболочкой; 150 мкг + 30 мкг; N21; производитель: ДЕЛЬФАРМ ЛИЛЛЬ С.А.С",Микрогинон; таблетки; 150 мкг + 30 мкг; N21; ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,Микрогинон таблетки 150 мкг + 30 мкг N21,ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,"Микрогинон таблетки 150 мкг + 30 мкг N21, ДЕЛЬФАРМ ЛИЛЛЬ С.А.С",83,40,40,62,,unknown,,N21,№21,N21,parsed,,Микрогинон,Микрогинон,таблетки,таблетки,150 мкг + 30 мкг,150 мкг + 30 мкг,ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
13616,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО","МЕЛИССЫ ЛЕКАРСТВЕННОЙ; трава, фильтр-пакеты; 1.5 г; N20; производитель: ЗДОРОВЬЕ ФИРМА ООО",Мелиссы Лекарственной; фильтр-пакеты; 1.5 г; N20; ЗДОРОВЬЕ ФИРМА ООО,Мелиссы Лекарственной фильтр-пакеты 1.5 г N20,ЗДОРОВЬЕ ФИРМА ООО,"Мелиссы Лекарственной; трава, фильтр-пакеты; 1.5 г; 1.5 г, N20; производитель: ЗДОРОВЬЕ ФИРМА ООО","Мелиссы Лекарственной; фильтр-пакеты; 1.5 г; 1.5 г, N20; ЗДОРОВЬЕ ФИРМА ООО",Мелиссы Лекарственной фильтр-пакеты 1.5 г N20,ЗДОРОВЬЕ ФИРМА ООО,"Мелиссы Лекарственной фильтр-пакеты 1.5 г N20, ЗДОРОВЬЕ ФИРМА ООО",91,45,45,65,,unknown,1.5 г,N20,"1,5Г №20","1.5 г, N20",parsed,,Мелиссы Лекарственной,Мелиссы Лекарственной,фильтр-пакеты,фильтр-пакеты,1.5 г,1.5 г,ЗДОРОВЬЕ ФИРМА ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
14758,"ЛОЗАРТАН Н ТАБЛ. П/ПЛЕН/ОБ. 12,5МГ+100МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО","ЛОЗАРТАН Н; таблетки, покрытые пленочной оболочкой; 12.5 мг + 100 мг; N30; производитель: ОЗОН ООО",Лозартан Н; таблетки; 12.5 мг + 100 мг; N30; ОЗОН ООО,Лозартан Н таблетки 12.5 мг + 100 мг N30,ОЗОН ООО,"Лозартан Н; таблетки, покрытые пленочной оболочкой; 12.5 мг + 100 мг; N30; производитель: ОЗОН ООО",Лозартан Н; таблетки; 12.5 мг + 100 мг; N30; ОЗОН ООО,Лозартан Н таблетки 12.5 мг + 100 мг N30,ОЗОН ООО,"Лозартан Н таблетки 12.5 мг + 100 мг N30, ОЗОН ООО",71,40,40,50,,unknown,,N30,№30,N30,parsed,,Лозартан Н,Лозартан Н,таблетки,таблетки,12.5 мг + 100 мг,12.5 мг + 100 мг,ОЗОН ООО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
15062,ЛИЗИНОПРИЛ-ТЕВА ТАБЛ. 10МГ №30 Р-ФАРМ | Р-ФАРМ НОВОСЕЛКИ ООО | Р-ФАРМ НОВОСЕЛКИ ООО,ЛИЗИНОПРИЛ-ТЕВА; таблетки; 10 мг; N30; производитель: Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл-Тева; таблетки; 10 мг; N30; Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл-Тева таблетки 10 мг N30,Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл-Тева; таблетки; 10 мг; N30; производитель: Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл-Тева; таблетки; 10 мг; N30; Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл-Тева таблетки 10 мг N30,Р-ФАРМ НОВОСЕЛКИ ООО,"Лизиноприл-Тева таблетки 10 мг N30, Р-ФАРМ НОВОСЕЛКИ ООО",83,34,34,56,,unknown,,N30,№30,N30,parsed,,Лизиноприл-Тева,Лизиноприл-Тева,таблетки,таблетки,10 мг,10 мг,Р-ФАРМ НОВОСЕЛКИ ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
15150,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"ЛИДОКАИН БУФУС; раствор, для инъекций; 100 мг/мл; 2 мл; N10; производитель: ОБНОВЛЕНИЕ ПФК АО",Лидокаин Буфус; раствор; 100 мг/мл; N10; ОБНОВЛЕНИЕ ПФК АО,Лидокаин Буфус раствор 100 мг/мл N10,ОБНОВЛЕНИЕ ПФК АО,"Лидокаин Буфус; раствор, для инъекций; 100 мг/мл; ампула 2 мл, N10; производитель: ОБНОВЛЕНИЕ ПФК АО","Лидокаин Буфус; раствор; 100 мг/мл; ампула 2 мл, N10; ОБНОВЛЕНИЕ ПФК АО",Лидокаин Буфус раствор 100 мг/мл ампула 2 мл N10,ОБНОВЛЕНИЕ ПФК АО,"Лидокаин Буфус раствор 100 мг/мл ампула 2 мл N10, ОБНОВЛЕНИЕ ПФК АО",97,36,48,67,АМП.,ампула,2 мл,N10,АМП. 2МЛ №10,"ампула 2 мл, N10",parsed,,Лидокаин Буфус,Лидокаин Буфус,раствор,раствор,100 мг/мл,100 мг/мл,ОБНОВЛЕНИЕ ПФК АО,query_gained_container|query_gained_unit_amount,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,true,true,false,true,false,false,false,false
16485,КРУШИНЫ КОРА Ф/П 2Г №20 ФИТО-БОТ | ФИТО-БОТ ФИРМА ООО | ФИТО-БОТ ФИРМА ООО,КРУШИНЫ КОРА; фильтр-пакеты; 2 г; N20; производитель: ФИТО-БОТ ФИРМА ООО,Крушины Кора; фильтр-пакеты; 2 г; N20; ФИТО-БОТ ФИРМА ООО,Крушины Кора фильтр-пакеты 2 г N20,ФИТО-БОТ ФИРМА ООО,"Крушины Кора; фильтр-пакеты; 2 г; 2 г, N20; производитель: ФИТО-БОТ ФИРМА ООО","Крушины Кора; фильтр-пакеты; 2 г; 2 г, N20; ФИТО-БОТ ФИРМА ООО",Крушины Кора фильтр-пакеты 2 г N20,ФИТО-БОТ ФИРМА ООО,"Крушины Кора фильтр-пакеты 2 г N20, ФИТО-БОТ ФИРМА ООО",74,34,34,54,,unknown,2 г,N20,2Г №20,"2 г, N20",parsed,,Крушины Кора,Крушины Кора,фильтр-пакеты,фильтр-пакеты,2 г,2 г,ФИТО-БОТ ФИРМА ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
16623,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,КОФЕИН-БЕНЗОАТ НАТРИЯ; таблетки; 100 мг; N10; производитель: ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин-Бензоат Натрия; таблетки; 100 мг; N10; ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин-Бензоат Натрия таблетки 100 мг N10,ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин-Бензоат Натрия; таблетки; 100 мг; N10; производитель: ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин-Бензоат Натрия; таблетки; 100 мг; N10; ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин-Бензоат Натрия таблетки 100 мг N10,ТАТХИМФАРМПРЕПАРАТЫ АО,"Кофеин-Бензоат Натрия таблетки 100 мг N10, ТАТХИМФАРМПРЕПАРАТЫ АО",107,41,41,65,,unknown,,N10,№10,N10,parsed,,Кофеин-Бензоат Натрия,Кофеин-Бензоат Натрия,таблетки,таблетки,100 мг,100 мг,ТАТХИМФАРМПРЕПАРАТЫ АО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
18125,КАНДЕСАРТАН ТАБЛ. 16МГ №28 БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ,КАНДЕСАРТАН; таблетки; 16 мг; N28; производитель: БЕРЕЗОВСКИЙ ФЗ,Кандесартан; таблетки; 16 мг; N28; БЕРЕЗОВСКИЙ ФЗ,Кандесартан таблетки 16 мг N28,БЕРЕЗОВСКИЙ ФЗ,Кандесартан; таблетки; 16 мг; N28; производитель: БЕРЕЗОВСКИЙ ФЗ,Кандесартан; таблетки; 16 мг; N28; БЕРЕЗОВСКИЙ ФЗ,Кандесартан таблетки 16 мг N28,БЕРЕЗОВСКИЙ ФЗ,"Кандесартан таблетки 16 мг N28, БЕРЕЗОВСКИЙ ФЗ",75,30,30,46,,unknown,,N28,№28,N28,parsed,,Кандесартан,Кандесартан,таблетки,таблетки,16 мг,16 мг,БЕРЕЗОВСКИЙ ФЗ,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
18179,КАЛЬЦИЯ ГЛЮКОНАТ ЭКО ТАБЛ. ПО 500МГ №10 | ЭКОТЕКС ООО | ЭКОТЕКС ООО,КАЛЬЦИЯ ГЛЮКОНАТ ЭКО; таблетки; 500 мг; N10; производитель: ЭКОТЕКС ООО,Кальция Глюконат ЭКО; таблетки; 500 мг; N10; ЭКОТЕКС ООО,Кальция Глюконат ЭКО таблетки 500 мг N10,ЭКОТЕКС ООО,Кальция Глюконат ЭКО; таблетки; 500 мг; N10; производитель: ЭКОТЕКС ООО,Кальция Глюконат ЭКО; таблетки; 500 мг; N10; ЭКОТЕКС ООО,Кальция Глюконат ЭКО таблетки 500 мг N10,ЭКОТЕКС ООО,"Кальция Глюконат ЭКО таблетки 500 мг N10, ЭКОТЕКС ООО",67,40,40,53,,unknown,,N10,№10,N10,parsed,,Кальция Глюконат ЭКО,Кальция Глюконат ЭКО,таблетки,таблетки,500 мг,500 мг,ЭКОТЕКС ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
18377,ЙОД Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 5% ФЛ. 25МЛ ГИППОКРАТ | ГИППОКРАТ | ГИППОКРАТ,"ЙОД; раствор, для наружного применения, спиртовой; 5%; 25 мл; производитель: ГИППОКРАТ",Йод; раствор; 5%; 25 мл; ГИППОКРАТ,Йод раствор 5% 25 мл,ГИППОКРАТ,"Йод; раствор, для наружного применения, спиртовой; 5%; флакон 25 мл, N1; производитель: ГИППОКРАТ","Йод; раствор; 5%; флакон 25 мл, N1; ГИППОКРАТ",Йод раствор 5% флакон 25 мл N1,ГИППОКРАТ,"Йод раствор 5% флакон 25 мл N1, ГИППОКРАТ",75,20,30,41,ФЛ.,флакон,25 мл,N1,ФЛ. 25МЛ,"флакон 25 мл, N1",parsed,implicit_single_unit_count,Йод,Йод,раствор,раствор,5%,5%,ГИППОКРАТ,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,true,false,true,true,false,false,false,false
18830,ИЗЖОГАНЕТ АНТАЦИДНЫЙ КОМПЛЕКС СО ВКУСОМ МЯТЫ ТАБЛ. 600МГ №40 | ГРИН САЙД ООО | ГРИН САЙД ООО,ИЗЖОГАНЕТ АНТАЦИДНЫЙ КОМПЛЕКС СО ВКУСОМ МЯТЫ; таблетки; 600 мг; N40; производитель: ГРИН САЙД ООО,Изжоганет Антацидный Комплекс Со Вкусом Мяты; таблетки; 600 мг; N40; ГРИН САЙД ООО,Изжоганет Антацидный Комплекс Со Вкусом Мяты таблетки 600 мг N40,ГРИН САЙД ООО,Изжоганет Антацидный Комплекс Со Вкусом Мяты; таблетки; 600 мг; N40; производитель: ГРИН САЙД ООО,Изжоганет Антацидный Комплекс Со Вкусом Мяты; таблетки; 600 мг; N40; ГРИН САЙД ООО,Изжоганет Антацидный Комплекс Со Вкусом Мяты таблетки 600 мг N40,ГРИН САЙД ООО,"Изжоганет Антацидный Комплекс Со Вкусом Мяты таблетки 600 мг N40, ГРИН САЙД ООО",92,64,64,79,,unknown,,N40,№40,N40,parsed,,Изжоганет Антацидный Комплекс Со Вкусом Мяты,Изжоганет Антацидный Комплекс Со Вкусом Мяты,таблетки,таблетки,600 мг,600 мг,ГРИН САЙД ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
19198,ЗВЕРОБОЯ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,ЗВЕРОБОЯ; трава; 50 г; производитель: ФИТОФАРМ ООО,Зверобоя; трава; [missing_strength]; 50 г; ФИТОФАРМ ООО,Зверобоя трава 50 г,ФИТОФАРМ ООО,Зверобоя; трава; 50 г; производитель: ФИТОФАРМ ООО,Зверобоя; трава; 50 г; ФИТОФАРМ ООО,Зверобоя трава 50 г,ФИТОФАРМ ООО,"Зверобоя трава 50 г, ФИТОФАРМ ООО",57,19,19,33,,unknown,50 г,,50Г,50 г,partial,,Зверобоя,Зверобоя,трава,трава,,,ФИТОФАРМ ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
19370,ДЮСПАТАЛИН ТАБЛ. П/О 135МГ №15 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО,"ДЮСПАТАЛИН; таблетки, покрытые оболочкой; 135 мг; N15; производитель: ВЕРОФАРМ АО",Дюспаталин; таблетки; 135 мг; N15; ВЕРОФАРМ АО,Дюспаталин таблетки 135 мг N15,ВЕРОФАРМ АО,"Дюспаталин; таблетки, покрытые оболочкой; 135 мг; N15; производитель: ВЕРОФАРМ АО",Дюспаталин; таблетки; 135 мг; N15; ВЕРОФАРМ АО,Дюспаталин таблетки 135 мг N15,ВЕРОФАРМ АО,"Дюспаталин таблетки 135 мг N15, ВЕРОФАРМ АО",67,30,30,43,,unknown,,N15,№15,N15,parsed,,Дюспаталин,Дюспаталин,таблетки,таблетки,135 мг,135 мг,ВЕРОФАРМ АО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
20122,ДИОСМИН ТАБЛ. П/ПЛЕН/ОБ. 600МГ №60 ОЗОН | ОЗОН ООО | ОЗОН ООО,"ДИОСМИН; таблетки, покрытые пленочной оболочкой; 600 мг; N60; производитель: ОЗОН ООО",Диосмин; таблетки; 600 мг; N60; ОЗОН ООО,Диосмин таблетки 600 мг N60,ОЗОН ООО,"Диосмин; таблетки, покрытые пленочной оболочкой; 600 мг; N60; производитель: ОЗОН ООО",Диосмин; таблетки; 600 мг; N60; ОЗОН ООО,Диосмин таблетки 600 мг N60,ОЗОН ООО,"Диосмин таблетки 600 мг N60, ОЗОН ООО",61,27,27,37,,unknown,,N60,№60,N60,parsed,,Диосмин,Диосмин,таблетки,таблетки,600 мг,600 мг,ОЗОН ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
20614,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО","ДЕКСАМЕТАЗОН-КРКА; таблетки; 4 мг; N20; производитель: КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО","Дексаметазон-Крка; таблетки; 4 мг; N20; КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Дексаметазон-Крка таблетки 4 мг N20,"КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО","Дексаметазон-Крка; таблетки; 4 мг; N20; производитель: КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО","Дексаметазон-Крка; таблетки; 4 мг; N20; КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Дексаметазон-Крка таблетки 4 мг N20,"КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО","Дексаметазон-Крка таблетки 4 мг N20, КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",111,35,35,74,,unknown,,N20,№20,N20,parsed,,Дексаметазон-Крка,Дексаметазон-Крка,таблетки,таблетки,4 мг,4 мг,"КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",manufacturer_multi_entity_retained,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
20628,ДЕКСА-ГЕНТАМИЦИН КАПЛИ ГЛАЗН. ФЛ-КАП. 5МЛ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,"ДЕКСА-ГЕНТАМИЦИН; капли, глазные; 5 мл; производитель: УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ",Декса-Гентамицин; капли; [missing_strength]; 5 мл; УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,Декса-Гентамицин капли 5 мл,УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,"Декса-Гентамицин; капли, глазные; флакон-капельница 5 мл, N1; производитель: УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ","Декса-Гентамицин; капли; флакон-капельница 5 мл, N1; УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ",Декса-Гентамицин капли флакон-капельница 5 мл N1,УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,"Декса-Гентамицин капли флакон-капельница 5 мл N1, УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ",101,27,48,77,ФЛ-КАП.,флакон-капельница,5 мл,N1,ФЛ-КАП. 5МЛ,"флакон-капельница 5 мл, N1",parsed,implicit_single_unit_count,Декса-Гентамицин,Декса-Гентамицин,капли,капли,,,УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,true,false,true,true,false,false,false,false
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,"ГЛИЦИН ФОРТЕ; таблетки, защечные / подъязычные; 250 мг; N20; производитель: ОЗОН ООО",Глицин Форте; таблетки; 250 мг; N20; ОЗОН ООО,Глицин Форте таблетки 250 мг N20,ОЗОН ООО,"Глицин Форте; таблетки, защечные / подъязычные; 250 мг; N20; производитель: ОЗОН ООО",Глицин Форте; таблетки; 250 мг; N20; ОЗОН ООО,Глицин Форте таблетки 250 мг N20,ОЗОН ООО,"Глицин Форте таблетки 250 мг N20, ОЗОН ООО",74,32,32,42,,unknown,,N20,№20,N20,parsed,,Глицин Форте,Глицин Форте,таблетки,таблетки,250 мг,250 мг,ОЗОН ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
21019,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,"ГЛИЦИН; таблетки, защечные / подъязычные; 100 мг; N50; производитель: ОЗОН ООО",Глицин; таблетки; 100 мг; N50; ОЗОН ООО,Глицин таблетки 100 мг N50,ОЗОН ООО,"Глицин; таблетки, защечные / подъязычные; 100 мг; N50; производитель: ОЗОН ООО",Глицин; таблетки; 100 мг; N50; ОЗОН ООО,Глицин таблетки 100 мг N50,ОЗОН ООО,"Глицин таблетки 100 мг N50, ОЗОН ООО",58,26,26,36,,unknown,,N50,№50,N50,parsed,,Глицин,Глицин,таблетки,таблетки,100 мг,100 мг,ОЗОН ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
21137,ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,ГЛИБЕНКЛАМИД; таблетки; 5 мг; N120; производитель: ОЗОН ФАРМ ООО,Глибенкламид; таблетки; 5 мг; N120; ОЗОН ФАРМ ООО,Глибенкламид таблетки 5 мг N120,ОЗОН ФАРМ ООО,Глибенкламид; таблетки; 5 мг; N120; производитель: ОЗОН ФАРМ ООО,Глибенкламид; таблетки; 5 мг; N120; ОЗОН ФАРМ ООО,Глибенкламид таблетки 5 мг N120,ОЗОН ФАРМ ООО,"Глибенкламид таблетки 5 мг N120, ОЗОН ФАРМ ООО",69,31,31,46,,unknown,,N120,№120,N120,parsed,,Глибенкламид,Глибенкламид,таблетки,таблетки,5 мг,5 мг,ОЗОН ФАРМ ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
21387,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 | ВТФ ООО | ВТФ ООО,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН; капсулы; 495 мг; N30; производитель: ВТФ ООО,Гепавизим Фосфолипиды+L-ОРИНИТИН+Куркумин; капсулы; 495 мг; N30; ВТФ ООО,Гепавизим Фосфолипиды+L-ОРИНИТИН+Куркумин капсулы 495 мг N30,ВТФ ООО,Гепавизим Фосфолипиды+L-ОРИНИТИН+Куркумин; капсулы; 495 мг; N30; производитель: ВТФ ООО,Гепавизим Фосфолипиды+L-ОРИНИТИН+Куркумин; капсулы; 495 мг; N30; ВТФ ООО,Гепавизим Фосфолипиды+L-ОРИНИТИН+Куркумин капсулы 495 мг N30,ВТФ ООО,"Гепавизим Фосфолипиды+L-ОРИНИТИН+Куркумин капсулы 495 мг N30, ВТФ ООО",80,60,60,69,,unknown,,N30,№30,N30,parsed,,Гепавизим Фосфолипиды+L-ОРИНИТИН+Куркумин,Гепавизим Фосфолипиды+L-ОРИНИТИН+Куркумин,капсулы,капсулы,495 мг,495 мг,ВТФ ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
