normalized_text,product_id,product_kind,attr_mnn,attr_rx_otc,attr_brand,attr_dosage,attr_dosage_form,attr_package_hint,mnn_uteka,rx_uteka,url_uteka,title_uteka,brand_uteka,form_uteka,dose_uteka,pack_uteka,match_score_uteka,match_status_uteka,source_class_uteka,query_uteka,ladder_step_uteka,fetched_at_uteka,http_status_uteka,parser_version_uteka,error_uteka,mnn_asna,rx_asna,url_asna,title_asna,brand_asna,form_asna,dose_asna,pack_asna,match_score_asna,match_status_asna,source_class_asna,query_asna,ladder_step_asna,fetched_at_asna,http_status_asna,parser_version_asna,error_asna,mnn_apteka,rx_apteka,url_apteka,title_apteka,brand_apteka,form_apteka,dose_apteka,pack_apteka,match_score_apteka,match_status_apteka,source_class_apteka,query_apteka,ladder_step_apteka,fetched_at_apteka,http_status_apteka,parser_version_apteka,error_apteka,mnn_vidal,rx_vidal,url_vidal,title_vidal,brand_vidal,form_vidal,dose_vidal,pack_vidal,match_score_vidal,match_status_vidal,source_class_vidal,query_vidal,ladder_step_vidal,fetched_at_vidal,http_status_vidal,parser_version_vidal,error_vidal,mnn_stolichki,rx_stolichki,url_stolichki,title_stolichki,brand_stolichki,form_stolichki,dose_stolichki,pack_stolichki,match_score_stolichki,match_status_stolichki,source_class_stolichki,query_stolichki,ladder_step_stolichki,fetched_at_stolichki,http_status_stolichki,parser_version_stolichki,error_stolichki
ГРОПРИНОСИН ТАБЛ. 500МГ №30 | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО,20781,drug,Инозин пранобекс,rx,Гроприносин,500 мг,таблетки,30 таблеток,Инозин пранобекс,rx,https://uteka.ru/product/groprinosin-13407/,"Гроприносин, 500 мг, табл, 30 шт.",,таблетки,500мг,30,1.0000,,product_card,Гроприносин 500 мг таблетки,exact,2026-08-13T19:31:20+00:00,0,mnn_source_identity_v1,,Инозин* пранобекс,rx,https://www.asna.ru/cards/groprinosin_500mg_n20_tab_gedeon_rikhter.html,/cards/groprinosin_500mg_n20_tab_gedeon_rikhter.html,,,,,0.5000,,product_card,Гроприносин 500 мг таблетки,exact,2026-08-13T19:31:21+00:00,0,mnn_source_identity_v1,,Инозин пранобекс,rx,https://apteka.ru/product/groprinosin-500-mg-50-sht-tabletki-5e32771eca7bdc0001933efe/,groprinosin 500 mg 50 sht tabletki,,,,500,1.0000,,product_card,Гроприносин 500 мг таблетки,exact,2026-08-13T19:31:22+00:00,0,mnn_source_identity_v1,,Инозин пранобекс,rx,https://www.vidal.ru/drugs/groprinosin,Гроприносин,,,,,1.0000,,product_card,Гроприносин 500 мг таблетки,exact,2026-08-13T19:31:23+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Гроприносин 500 мг,short,,,mnn_source_identity_v1,search:antibot
ГОПАНТОМИД ТАБЛ. 250МГ №50 | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО,20890,drug,Гопантеновая кислота,rx,Гопантомид,250 мг,таблетки,50 таблеток,Гопантеновая кислота,rx,https://uteka.ru/product/gopantomid-372978/,"Гопантомид, 250 мг, табл, 50 шт.",,таблетки,250мг,50,1.0000,,product_card,Гопантомид 250 мг таблетки,exact,2026-08-13T19:31:24+00:00,0,mnn_source_identity_v1,,Гопантеновая кислота,rx,https://www.asna.ru/cards/gopantomid_250mg_50_sht__tabletki_usole_sibirskiy_khimiko_farmacevticheskiy_zavod_ao.html,/cards/gopantomid_250mg_50_sht__tabletki_usole_sibirskiy_khimiko_farmacevticheskiy_zavod_ao.html,,,,,0.5000,,product_card,Гопантомид 250 мг таблетки,exact,2026-08-13T19:31:25+00:00,0,mnn_source_identity_v1,,Гопантеновая кислота,rx,https://apteka.ru/product/gopantomid-250-mg-50-sht-tabletki-5eb550e649df440001fd4fe6/,gopantomid 250 mg 50 sht tabletki,,,,,1.0000,,product_card,Гопантомид 250 мг таблетки,exact,2026-08-13T19:31:26+00:00,0,mnn_source_identity_v1,,Гопантеновая кислота,rx,https://www.vidal.ru/drugs/gopantenova-acid,Гопантомид,,,,,1.0000,,product_card,Гопантомид 250 мг таблетки,exact,2026-08-13T19:31:27+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Гопантомид 250 мг,short,,,mnn_source_identity_v1,search:antibot
"ГЛЮКОВАНС ТАБЛ. П/ПЛЕН/ОБ. 2,5МГ+500МГ №30 | МЕРК САНТЭ С.А.С. | МЕРК САНТЭ С.А.С.",20982,drug,Метформин+Глибенкламид,rx,Глюкованс,"2,5 мг + 500 мг",таблетки,30 таблеток,,,,,,,,,0.0000,,search_only,"Глюкованс 2,5 мг + 500 мг",short,,,mnn_source_identity_v1,not_found,Глибенкламид*+ Метформин,rx,https://www.asna.ru/cards/glyukovans_5mg500mg_n60_tab_pokrytye_plenochnoy_obolochkoy_merck_sante_cac.html,/cards/glyukovans_5mg500mg_n60_tab_pokrytye_plenochnoy_obolochkoy_merck_sante_cac.html,,,,,0.5000,,product_card,"Глюкованс 2,5 мг + 500 мг таблетки",exact,2026-08-13T19:31:29+00:00,0,mnn_source_identity_v1,,"Глибенкламид, Метформин",rx,https://apteka.ru/product/glyukovans-5-mg--500-mg-60-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5e326416ca7bdc000192ae25/,glyukovans 5 mg  500 mg 60 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.9250,,product_card,"Глюкованс 2,5 мг + 500 мг таблетки",exact,2026-08-13T19:31:31+00:00,0,mnn_source_identity_v1,,Метформин,rx,https://www.vidal.ru/drugs/glucovance__6790,Глюкованс,,,,,1.0000,,product_card,"Глюкованс 2,5 мг + 500 мг таблетки",exact,2026-08-13T19:31:32+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"Глюкованс 2,5 мг + 500 мг",short,,,mnn_source_identity_v1,search:antibot
ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,21010,drug,Глицин,Без рецепта,Глицин Форте,250 мг,таблетки,20 таблеток,Глицин,rx,https://uteka.ru/product/glicin-forte-248536/,"Глицин форте, 250 мг, табл. защечн, 30 шт.",,таблетки,250мг,30,1.0000,,product_card,Глицин Форте 250 мг таблетки,exact,2026-08-13T19:31:36+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/naturalis_glitsin_forte_s_vitaminami_v1_v6_v12_tab_n60_amateg_odo.html,/cards/naturalis_glitsin_forte_s_vitaminami_v1_v6_v12_tab_n60_amateg_odo.html,,,,,0.0000,,search_only,Глицин Форте 250 мг,short,2026-08-13T19:31:39+00:00,200,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,Глицин Форте 250 мг,short,,,mnn_source_identity_v1,not_found,Глицин,rx,https://www.vidal.ru/drugs/glycine_forte__41175,Глицин Форте,,,,,1.0000,,product_card,Глицин Форте 250 мг таблетки,exact,2026-08-13T19:31:40+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Глицин Форте 250 мг,short,,,mnn_source_identity_v1,search:antibot
ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,21018,drug,Глицин,otc,ОЗОН ФАРМ,100 мг,таблетки,50 таблеток,Глицин,otc,https://uteka.ru/product/glicin-414125/,"Глицин, 100 мг, табл. подъязычн, 50 шт.",,таблетки,100мг,50,0.5000,,product_card,ОЗОН ФАРМ 100 мг таблетки,exact,2026-08-13T19:31:42+00:00,0,mnn_source_identity_v1,,Глицин,otc,https://www.asna.ru/cards/glitsin_100mg_n50_tab_podyazychnye_ozon_farm_ooo.html,/cards/glitsin_100mg_n50_tab_podyazychnye_ozon_farm_ooo.html,,,,,0.5000,,product_card,ОЗОН ФАРМ 100 мг таблетки,exact,2026-08-13T19:31:43+00:00,0,mnn_source_identity_v1,,Мелоксикам,rx,https://apteka.ru/product/meloksikam-75-mg-n20-tabl-ozon-farm-634e99cee65cbb5833914b5b/,meloksikam 75 mg n20 tabl ozon farm,,,,20,0.2700,,product_card,ОЗОН ФАРМ 100 мг таблетки,exact,2026-08-13T19:31:44+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ГЛИЦИН 100 мг таблетки,generic,2026-08-13T19:31:45+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ГЛИЦИН 100 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,21019,drug,Глицин,Без рецепта,ОЗОН,100 мг,таблетки,№50,Мебгидролин,otc,https://uteka.ru/product/diazolin-18157/,"Диазолин, 100 мг, табл, 10 шт.",,таблетки,100мг,10,0.6000,,product_card,ОЗОН 100 мг таблетки,exact,2026-08-13T19:31:47+00:00,0,mnn_source_identity_v1,,Метотрексат,rx,https://www.asna.ru/cards/metotreksat_25mg_n50_tab_pokrytye_obolochkoy_ozon.html,/cards/metotreksat_25mg_n50_tab_pokrytye_obolochkoy_ozon.html,,,,,0.4000,,product_card,ОЗОН 100 мг таблетки,exact,2026-08-13T19:31:48+00:00,0,mnn_source_identity_v1,,Мелоксикам,rx,https://apteka.ru/product/meloksikam-75-mg-n20-tabl-ozon-farm-634e99cee65cbb5833914b5b/,meloksikam 75 mg n20 tabl ozon farm,,,,20,0.7750,,product_card,ОЗОН 100 мг таблетки,exact,2026-08-13T19:31:48+00:00,0,mnn_source_identity_v1,,Глицин,otc,https://www.vidal.ru/drugs/glycine_bio__10481,Глицин Озон,,,,,1.0000,,product_card,ОЗОН 100 мг таблетки,exact,2026-08-13T19:31:49+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ГЛИЦИН 100 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,21137,drug,Глибенкламид,rx,Озон Фарм,5 мг,таблетки,120 таблеток,Амброксол,otc,https://uteka.ru/product/ambroksol-alfaktiv-432841/,"Амброксол Альфактив, 30 мг, табл, 50 шт.",,таблетки,30мг,50,0.3500,,product_card,Озон Фарм 5 мг таблетки,exact,2026-08-13T19:31:50+00:00,0,mnn_source_identity_v1,,Глицин,otc,https://www.asna.ru/cards/glitsin_100mg_n50_tab_podyazychnye_ozon_farm_ooo.html,/cards/glitsin_100mg_n50_tab_podyazychnye_ozon_farm_ooo.html,,,,,0.4000,,product_card,Озон Фарм 5 мг таблетки,exact,2026-08-13T19:31:51+00:00,0,mnn_source_identity_v1,,Мелоксикам,rx,https://apteka.ru/product/meloksikam-75-mg-n20-tabl-ozon-farm-634e99cee65cbb5833914b5b/,meloksikam 75 mg n20 tabl ozon farm,,,,20,0.2700,,product_card,Озон Фарм 5 мг таблетки,exact,2026-08-13T19:31:52+00:00,0,mnn_source_identity_v1,,Глибенкламид,otc,https://www.vidal.ru/drugs/glibenclamide_tablets_0_005__27480,Глибенкламида таблетки 0.005 г,,таблетки,0.005г,,0.4333,,product_card,ГЛИБЕНКЛАМИД 5 мг таблетки,generic,2026-08-13T19:31:53+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ГЛИБЕНКЛАМИД 5 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 | ВТФ ООО | ВТФ ООО,21387,drug,,БАД,Гепавизим,495 мг,капсулы,№30,,,,,,,,,0.0000,,search_only,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 495 мг капсулы,generic,,,mnn_source_identity_v1,not_found,,otc,https://www.asna.ru/cards/gepavizim_kaps_troynaya_zashchita_pecheni_n30_vtf_ooo.html,/cards/gepavizim_kaps_troynaya_zashchita_pecheni_n30_vtf_ooo.html,,,,,0.4000,,product_card,Гепавизим 495 мг капсулы,exact,2026-08-13T19:31:57+00:00,0,mnn_source_identity_v1,,Лецитин,,https://apteka.ru/product/plantcomplex-gepavizim-trojnaya-zashhita-pecheni-30-sht-kapsuly-massoj-400-mg-630de9ecbb7256f6b07f61b6/,plantcomplex gepavizim trojnaya zashhita pecheni 30 sht kapsuly massoj 400 mg,,,,,0.8875,,product_card,Гепавизим 495 мг капсулы,exact,2026-08-13T19:31:58+00:00,0,mnn_source_identity_v1,,,rx,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.1909,,product_card,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 495 мг капсулы,generic,2026-08-13T19:32:00+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 495 мг капсулы,generic,,,mnn_source_identity_v1,search:antibot
ГАМАМЕЛИС ДН СУПП. РЕКТ. ГОМЕОП. №6 | ДОКТОР Н ООО | ДОКТОР Н ООО,21629,drug,,,ГАМАМЕЛИС ДН,,,№6,,otc,https://uteka.ru/product/gamamelis-dn-150175/,"Гамамелис ДН, супп. рект, 6 шт.",,,,6,1.0000,,product_card,ГАМАМЕЛИС ДН,exact,2026-08-13T19:32:01+00:00,0,mnn_source_identity_v1,,,otc,https://www.asna.ru/cards/gamamelis_dn_70g_maz_doktor_n.html,/cards/gamamelis_dn_70g_maz_doktor_n.html,,,,,0.4000,,product_card,ГАМАМЕЛИС ДН,exact,2026-08-13T19:32:01+00:00,0,mnn_source_identity_v1,,,,https://apteka.ru/product/gamamelis-dn-6-sht-suppozitorii-rektalnye-5e326e9c65b5ab00016543fb/,gamamelis dn 6 sht suppozitorii rektalnye,,,,6,0.4500,,product_card,ГАМАМЕЛИС ДН,exact,2026-08-13T19:32:02+00:00,0,mnn_source_identity_v1,,,otc,https://www.vidal.ru/drugs/hamamelis_dn__23409,Гамамелис ДН,,,,,1.0000,,product_card,ГАМАМЕЛИС ДН,exact,2026-08-13T19:32:02+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ГАМАМЕЛИС ДН СУПП. РЕКТ. ГОМЕОП. №6,generic,,,mnn_source_identity_v1,search:antibot
ВИЛДАГЛИПТИН-ВЕРТЕКС ТАБЛ. 50МГ №56 | ВЕРТЕКС АО | ВЕРТЕКС АО,22406,drug,Вилдаглиптин,rx,Вилдаглиптин-Вертекс,50 мг,таблетки,№56,Вилдаглиптин,rx,https://uteka.ru/product/vildagliptin-verteks-411968/,"Вилдаглиптин-Вертекс, 50 мг, табл, 28 шт.",,таблетки,50мг,28,1.0000,,product_card,Вилдаглиптин-Вертекс 50 мг таблетки,exact,2026-08-13T19:32:03+00:00,0,mnn_source_identity_v1,,Вилдаглиптин,rx,https://www.asna.ru/cards/vildagliptin-verteks_50mg_n56_tab_verteks_ao.html,/cards/vildagliptin-verteks_50mg_n56_tab_verteks_ao.html,,,,,0.5000,,product_card,Вилдаглиптин-Вертекс 50 мг таблетки,exact,2026-08-13T19:32:04+00:00,0,mnn_source_identity_v1,,Вилдаглиптин,rx,https://apteka.ru/product/vildagliptin-50-mg-30-sht-tabletki-685d5f32e62bf143e01cfaa0/,vildagliptin 50 mg 30 sht tabletki,,,,50,0.3600,,product_card,Вилдаглиптин-Вертекс 50 мг таблетки,exact,2026-08-13T19:32:05+00:00,0,mnn_source_identity_v1,,Вилдаглиптин,rx,https://www.vidal.ru/drugs/vildagliptin-verteks,Вилдаглиптин-Вертекс,,,,,1.0000,,product_card,Вилдаглиптин-Вертекс 50 мг таблетки,exact,2026-08-13T19:32:06+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Вилдаглиптин-Вертекс 50 мг,short,,,mnn_source_identity_v1,search:antibot
"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.",22468,drug,Дроспиренон + Этинилэстрадиол,rx,Видора Микро,"3 мг + 0,02 мг",таблетки,21+7,,,,,,,,,0.0000,,search_only,"Видора Микро 3 мг + 0,02 мг",short,,,mnn_source_identity_v1,not_found,Дроспиренон + Этинилэстрадиол,rx,https://www.asna.ru/cards/vidora_mikro_n244_tab_pokrytye_plenochnoy_obolochkoy_laboratorios_leon_farma_sa.html,/cards/vidora_mikro_n244_tab_pokrytye_plenochnoy_obolochkoy_laboratorios_leon_farma_sa.html,,,,,0.4000,,product_card,"Видора Микро 3 мг + 0,02 мг таблетки",exact,2026-08-13T19:32:08+00:00,0,mnn_source_identity_v1,,"Этинилэстрадиол, Дроспиренон",rx,https://apteka.ru/product/vidora-mikro-3-mg--002-mg-28-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5e3271a5f5a9ae000140cc6b/,vidora mikro 3 mg  002 mg 28 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.3214,,product_card,"Видора Микро 3 мг + 0,02 мг таблетки",exact,2026-08-13T19:32:09+00:00,0,mnn_source_identity_v1,,Этинилэстрадиол,rx,https://www.vidal.ru/drugs/vidora_micro__44246,Видора,,,,,0.8500,,product_card,"Видора Микро 3 мг + 0,02 мг таблетки",exact,2026-08-13T19:32:10+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"Видора Микро 3 мг + 0,02 мг",short,,,mnn_source_identity_v1,search:antibot
ВЕЧЕРНЕЕ ВАЛЕРИАНА+МЯТА+МЕЛИССА ДРАЖЕ №50 ПАРАФАРМ | ПАРАФАРМ ООО | ПАРАФАРМ ООО,22548,drug,,otc,Вечернее,,,№50,,,https://uteka.ru/product/vechernee-biokor-valeriana--hmel--myata-198171/,"Вечернее Биокор Валериана + Хмель + Мята, драже, 120 шт.",,,,120,1.0000,,product_card,Вечернее,exact,2026-08-13T19:32:10+00:00,0,mnn_source_identity_v1,,,otc,https://www.asna.ru/cards/vechernee_forte_drazhe_valeriana_khmel_myata_melissa_n60_parafarm.html,/cards/vechernee_forte_drazhe_valeriana_khmel_myata_melissa_n60_parafarm.html,,,,,0.4000,,product_card,Вечернее,exact,2026-08-13T19:32:10+00:00,0,mnn_source_identity_v1,,,,https://apteka.ru/product/vechernee-biokor-60-sht-tabletki-massoj-018-g-642d189a6442cbb2a7854135/,vechernee biokor 60 sht tabletki massoj 018 g,,,,,1.0000,,product_card,Вечернее,exact,2026-08-13T19:32:11+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ВЕЧЕРНЕЕ ВАЛЕРИАНА+МЯТА+МЕЛИССА ДРАЖЕ №50 ПАРАФАРМ,generic,2026-08-13T19:32:12+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ВЕЧЕРНЕЕ ВАЛЕРИАНА+МЯТА+МЕЛИССА ДРАЖЕ №50 ПАРАФАРМ,generic,,,mnn_source_identity_v1,search:antibot
БРОМГЕКСИН ТАБЛ. 8МГ №20 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,23214,drug,Бромгексин,rx,Бромгексин,8 мг,таблетки,20 таблеток,Бромгексин,otc,https://uteka.ru/product/bromgeksin-8-berlin-hemi-8625/,"Бромгексин 8 Берлин-Хеми, 8 мг, табл. п.о, 25 шт.",,таблетки,8мг,25,1.0000,,product_card,Бромгексин 8 мг таблетки,exact,2026-08-13T19:32:14+00:00,0,mnn_source_identity_v1,,Бромгексин,otc,https://www.asna.ru/cards/bromgeksin_8_berlin_khemi_n25_tab_pokrytye_obolochkoy_berlin-farma_zao.html,/cards/bromgeksin_8_berlin_khemi_n25_tab_pokrytye_obolochkoy_berlin-farma_zao.html,,,,,0.4000,,product_card,Бромгексин 8 мг таблетки,exact,2026-08-13T19:32:15+00:00,0,mnn_source_identity_v1,,Бромгексин,,https://apteka.ru/product/bromgeksin-8-mg-50-sht-tabletki-63a014015f6f25b090f22b49/,bromgeksin 8 mg 50 sht tabletki,,,,8,1.0000,,product_card,Бромгексин 8 мг таблетки,exact,2026-08-13T19:32:16+00:00,0,mnn_source_identity_v1,,Бромгексин,otc,https://www.vidal.ru/drugs/bromhexine_tablets_0_008__20930,"Бромгексина таблетки 0,008 г",,таблетки,0.008г,,0.7833,,product_card,Бромгексин 8 мг таблетки,exact,2026-08-13T19:32:16+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Бромгексин 8 мг,short,,,mnn_source_identity_v1,search:antibot
БИСОПРОЛОЛ-АЛСИ ТАБЛ. 5МГ №60 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,23633,drug,Бисопролол,rx,Бисопролол-АЛСИ,5 мг,таблетки,№60,Бисопролол,rx,https://uteka.ru/product/bisoprolol-alsi-413681/,"Бисопролол-Алси, 5 мг, табл, 30 шт.",,таблетки,5мг,30,1.0000,,product_card,Бисопролол-АЛСИ 5 мг таблетки,exact,2026-08-13T19:32:18+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://www.asna.ru/cards/bisoprolol-alsi_5mg_n60_tab_alsi_farma_ao.html,/cards/bisoprolol-alsi_5mg_n60_tab_alsi_farma_ao.html,,,,,0.4000,,product_card,Бисопролол-АЛСИ 5 мг таблетки,exact,2026-08-13T19:32:19+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://apteka.ru/product/bisoprolol-alsi-5-mg-60-sht-tabletki-669f9d1aa41bb4060ab40ba4/,bisoprolol alsi 5 mg 60 sht tabletki,,,,,0.4500,,product_card,Бисопролол-АЛСИ 5 мг таблетки,exact,2026-08-13T19:32:20+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://www.vidal.ru/drugs/bisoprolol-alsi,Бисопролол-Алси,,,,,1.0000,,product_card,Бисопролол-АЛСИ 5 мг таблетки,exact,2026-08-13T19:32:21+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Бисопролол-АЛСИ 5 мг,short,,,mnn_source_identity_v1,search:antibot
БИСОПРОЛОЛ-АКОС ТАБЛ. П/ПЛЕН/ОБ. 5МГ №30 | БИОКОМ ЗАО | БИОКОМ ЗАО,23641,drug,Бисопролол,rx,Бисопролол-АКОС,5мг,таблетки,30 таблеток,Бисопролол,rx,https://uteka.ru/product/bisoprolol-akos-379350/,"Бисопролол-АКОС, 5 мг, табл. п.п.о, 50 шт.",,таблетки,5мг,50,0.9500,,product_card,Бисопролол-АКОС 5мг таблетки,exact,2026-08-13T19:32:22+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://www.asna.ru/cards/bisoprolol-akos_10mg_n50_tab_pokrytye_plenochnoy_obolochkoy_biokom_ao.html,/cards/bisoprolol-akos_10mg_n50_tab_pokrytye_plenochnoy_obolochkoy_biokom_ao.html,,,,,0.4000,,product_card,Бисопролол-АКОС 5мг таблетки,exact,2026-08-13T19:32:23+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://apteka.ru/product/bisoprolol-akos-5-mg-30-sht-tabletki-pokrytye-plenochnoj-obolochkoj-628610d2e71acaf4a0490872/,bisoprolol akos 5 mg 30 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.3375,,product_card,Бисопролол-АКОС 5мг таблетки,exact,2026-08-13T19:32:24+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://www.vidal.ru/drugs/bisoprolol-akos,Бисопролол-Акос,,,,,1.0000,,product_card,Бисопролол-АКОС 5мг таблетки,exact,2026-08-13T19:32:25+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Бисопролол-АКОС 5мг,short,,,mnn_source_identity_v1,search:antibot
БИСОПРОЛОЛ-АКОС ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | БИОКОМ ЗАО | БИОКОМ ЗАО,23643,drug,Бисопролол,rx,Бисопролол-АКОС,10 мг,таблетки,30 таблеток,Бисопролол,rx,https://uteka.ru/product/bisoprolol-akos-380925/,"Бисопролол-АКОС, 10 мг, табл. п.п.о, 30 шт.",,таблетки,10мг,30,1.0000,,product_card,Бисопролол-АКОС 10 мг таблетки,exact,2026-08-13T19:32:26+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://www.asna.ru/cards/bisoprolol-akos_10mg_n50_tab_pokrytye_plenochnoy_obolochkoy_biokom_ao.html,/cards/bisoprolol-akos_10mg_n50_tab_pokrytye_plenochnoy_obolochkoy_biokom_ao.html,,,,,0.4000,,product_card,Бисопролол-АКОС 10 мг таблетки,exact,2026-08-13T19:32:27+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://apteka.ru/product/bisoprolol-akos-10-mg-50-sht-tabletki-pokrytye-plenochnoj-obolochkoj-63c024ea281d92cf04a22eba/,bisoprolol akos 10 mg 50 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.4500,,product_card,Бисопролол-АКОС 10 мг таблетки,exact,2026-08-13T19:32:28+00:00,0,mnn_source_identity_v1,,Бисопролол,rx,https://www.vidal.ru/drugs/bisoprolol-akos,Бисопролол-Акос,,,,,1.0000,,product_card,Бисопролол-АКОС 10 мг таблетки,exact,2026-08-13T19:32:29+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Бисопролол-АКОС 10 мг,short,,,mnn_source_identity_v1,search:antibot
БИОРИТМ АНТИСТРЕСС 24 ДЕНЬ/НОЧЬ ТАБЛ. П/О №32 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,23695,drug,,over_the_counter,Эвалар,,таблетки,24 tablets,,otc,https://uteka.ru/product/glicin--melatonin-evalar-379673/,"Глицин + Мелатонин Эвалар, табл. подъязычн, 20 шт.",,таблетки,,20,0.9500,,product_card,Эвалар таблетки,exact,2026-08-13T19:32:31+00:00,0,mnn_source_identity_v1,,Золототысячника трава+Любистока лекарственного корни+Розмарина обыкновенного листья,otc,https://www.asna.ru/cards/nefrosten_n60_tab_pokrytye_plenochnoy_obolochkoy_evalar.html,/cards/nefrosten_n60_tab_pokrytye_plenochnoy_obolochkoy_evalar.html,,,,,0.4000,,product_card,Эвалар таблетки,exact,2026-08-13T19:32:32+00:00,0,mnn_source_identity_v1,,,,https://apteka.ru/product/evalar-vitaminy-gruppy-v-30-sht-tabletki-shipuchie-massoj-5-gr-62ecf25b9a4bbad6203e87e8/,evalar vitaminy gruppy v 30 sht tabletki shipuchie massoj 5 gr,,,,,1.0000,,product_card,Эвалар таблетки,exact,2026-08-13T19:32:32+00:00,0,mnn_source_identity_v1,,Общетонизирующие препараты,otc,https://www.vidal.ru/drugs/evalar__20452,Эвалар,,,,,1.0000,,product_card,Эвалар таблетки,exact,2026-08-13T19:32:33+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,БИОРИТМ АНТИСТРЕСС 24 ДЕНЬ/НОЧЬ таблетки,generic,,,mnn_source_identity_v1,search:antibot
