product_id,run_id_source,mnn_enrichment_run_id,normalized_text,product_kind,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,source_canonical_json,component_stats_json,resolved_mnn,resolved_mnn_components,mnn_resolution_status,resolution_reason,resolved_rx_otc,resolved_age_segment,needs_mnn_enrichment,enrichment_called,mnn_enrichment_status,mnn_enriched,rx_otc_enriched,age_enriched,final_candidate_mnn,final_mnn_method,retry_count,needs_human_review,evidence_urls,idempotency_key
21387,446,459,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 | ВТФ ООО | ВТФ ООО,drug,,БАД,,,,otc,,,,,"[{""source"": ""asna"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,empty,unknown,unknown,True,True,ok,,unknown,универсальный,,,0,True,https://aptekamos.ru/tovary/bad/gepavizim-16183/gepavizim-fosfolipidy-l-ornitin-kurkumin-kapsuly-massoyo-495mg-105791/instrukciya | https://www.lsgeotar.ru/supplements/AD0V | https://www.lsgeotar.ru/supplements/AD0V | https://aptekamos.ru/tovary/bad/gepavizim-16183/gepavizim-fosfolipidy-l-ornitin-kurkumin-kapsuly-massoyo-495mg-105791/instrukciya | https://www.rigla.ru/product/gepavizim-fosfolipidyl-orinitinkurkumin-kaps-495mg-no30-448657 | https://aptekiplus.ru/im-vorovskogo-rp/product/gepavizim-fosfolipidi-lornitin-kurkumin-30-sht-kapsuli/ | https://www.rigla.ru/product/gepavizim-fosfolipidyl-orinitinkurkumin-kaps-495mg-no30-448657 | https://medum.ru/gepavizim-fosfolipidy-l-ornitin-kurkumin-kapsuly | https://www.acmespb.ru/preparaty/gepavizim_fosfolipidy_l_ornitin_kurkumin | https://www.budzdorov.ru/product/gepavizim-fosfolipidyl-orinitinkurkumin-kaps-495mg-no30-448657 | https://uteka.ru/product/gepavizim-fosfolipidy--l-orinitin--kurkumin-387972/ | https://apteka.ru/product/plantcomplex-gepavizim-fosfolipidyl-orinitinkurkumin-n30-kaps-massoj-495mg-630f4c63260509b64b8d8e6d/instructions/,6b5b6905aaabcac113c9c7aec468dd1b
22406,449,459,ВИЛДАГЛИПТИН-ВЕРТЕКС ТАБЛ. 50МГ №56 | ВЕРТЕКС АО | ВЕРТЕКС АО,drug,Вилдаглиптин,rx,Вилдаглиптин,rx,Вилдаглиптин,rx,,,Вилдаглиптин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Вилдаглиптин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Вилдаглиптин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Вилдаглиптин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Вилдаглиптин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Вилдаглиптин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Вилдаглиптин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Вилдаглиптин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Вилдаглиптин,Вилдаглиптин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Вилдаглиптин,catalog_consensus,0,False,,ce6a4b651ae83350b288470bb11b38ec
22468,449,459,"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.",drug,Дроспиренон + Этинилэстрадиол,rx,,,Дроспиренон + Этинилэстрадиол,rx,,,Этинилэстрадиол,rx,"[{""source"": ""asna"", ""raw_mnn"": ""Дроспиренон + Этинилэстрадиол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Дроспиренон"", ""Этинилэстрадиол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Этинилэстрадиол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этинилэстрадиол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Этинилэстрадиол"", ""source_count"": 2, ""sources"": [""asna"", ""vidal""]}, {""component"": ""Дроспиренон"", ""source_count"": 1, ""sources"": [""asna""]}]","Этинилэстрадиол, Дроспиренон","Этинилэстрадиол, Дроспиренон",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Этинилэстрадиол, Дроспиренон",catalog_consensus,0,False,,aa3d27db4ceef77b579b627a163e86d0
22548,449,459,ВЕЧЕРНЕЕ ВАЛЕРИАНА+МЯТА+МЕЛИССА ДРАЖЕ №50 ПАРАФАРМ | ПАРАФАРМ ООО | ПАРАФАРМ ООО,drug,,otc,,,,otc,,,,,"[{""source"": ""asna"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,empty,unknown,unknown,True,True,ok,,unknown,взрослые,,,0,True,https://www.rlsnet.ru/baa/vecernee-valerianaxmelmyata-45636 | https://www.webapteka.ru/drugbase/name67186.html | https://bz.medvestnik.ru/drugs/4388.html | https://medum.ru/vechernee-valeriana-khmel-myata | https://www.rlsnet.ru/baa/vecernee-valerianaxmelmyata-45636 | https://www.webapteka.ru/drugbase/name67186.html | https://bz.medvestnik.ru/drugs/4388.html | https://bz.medvestnik.ru/drugs/397567.html | https://kiberis.ru/?p=36041 | https://medum.ru/vechernee-valeriana-khmel-myata | https://www.rlsnet.ru/baa/vecernee-valerianaxmelmyata-45636 | https://www.webapteka.ru/drugbase/name67186.html,d18ea33792a2491d06b81ed88ff91627
23214,449,459,БРОМГЕКСИН ТАБЛ. 8МГ №20 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,Бромгексин,rx,Бромгексин,otc,Бромгексин,otc,,,Бромгексин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Бромгексин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бромгексин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Бромгексин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бромгексин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Бромгексин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бромгексин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Бромгексин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Бромгексин,Бромгексин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Бромгексин,catalog_consensus,0,False,,516d0654e8f6ba45b433426c5f0563bb
23633,450,459,БИСОПРОЛОЛ-АЛСИ ТАБЛ. 5МГ №60 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,drug,Бисопролол,rx,Бисопролол,rx,Бисопролол,rx,,,Бисопролол,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Бисопролол"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Бисопролол,Бисопролол,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Бисопролол,catalog_consensus,0,False,,d4e133fb267cb52b38cecad5242cd108
23641,450,459,БИСОПРОЛОЛ-АКОС ТАБЛ. П/ПЛЕН/ОБ. 5МГ №30 | БИОКОМ ЗАО | БИОКОМ ЗАО,drug,Бисопролол,rx,Бисопролол,rx,Бисопролол,rx,,,Бисопролол,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Бисопролол"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Бисопролол,Бисопролол,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Бисопролол,catalog_consensus,0,False,,7d3dd476103535be66ef50ca54475e87
23643,450,459,БИСОПРОЛОЛ-АКОС ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | БИОКОМ ЗАО | БИОКОМ ЗАО,drug,Бисопролол,rx,Бисопролол,rx,Бисопролол,rx,,,Бисопролол,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Бисопролол"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Бисопролол,Бисопролол,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Бисопролол,catalog_consensus,0,False,,1058e1c1fb148ea851b7dcb4d7497c94
23695,450,459,БИОРИТМ АНТИСТРЕСС 24 ДЕНЬ/НОЧЬ ТАБЛ. П/О №32 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,drug,,over_the_counter,,,Гинкго двулопастного листьев экстракт,otc,,,Общетонизирующие препараты,otc,"[{""source"": ""asna"", ""raw_mnn"": ""Гинкго двулопастного листьев экстракт"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гинкго двулопастного листьев экстракт""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Общетонизирующие препараты"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Общетонизирующие препараты""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,otc,unknown,True,True,ok,,unknown,взрослые,,,0,True,https://pharmznanie.ru/drugs/bioritm-antistress-tabletki-24-dennoch-32-sht | https://www.vidal.ru/drugs/biorythm_antistress_24_den_noch__40027 | https://www.webapteka.ru/drugbase/name55697.html | https://www.rlsnet.ru/baa/bioritm-antistress-24-dennoc-36986 | https://pharmznanie.ru/drugs/bioritm-antistress-tabletki-24-dennoch-32-sht | https://www.vidal.ru/drugs/biorythm_antistress_24_den_noch__40027 | https://www.webapteka.ru/drugbase/name55697.html | https://kiberis.ru/?p=35809 | https://www.vidal.ru/drugs/biorythm_antistress_24_den_noch__40027 | https://www.webapteka.ru/drugbase/name55697.html | https://apteka.103.by/bioritm-antistress-24-den-noch-instruktsiya/ | https://pharmznanie.ru/drugs/bioritm-antistress-tabletki-24-dennoch-32-sht,52add4b604b67c142b10d358f179bb19
24080,451,459,БЕТАГИСТИН ТАБЛ. 8МГ №30 ОЗОН | ОЗОН ООО/ОЗОН ФАРМ ООО | ОЗОН ООО/ОЗОН ФАРМ ООО,drug,Бетагистин,rx,Бетагистин,rx,,,,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Бетагистин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бетагистин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Бетагистин,rx,универсальный,Бетагистин,enrichment,0,False,https://www.rlsnet.ru/drugs/betagistin-31801 | https://aptekamos.ru/tovary/lekarstva/betagistin-124/betagistin-tabletki-24mg-46959/instrukciya | https://www.vidal.ru/drugs/betahistine__13787 | https://allmed.pro/ru/drugs/betagistin | https://www.rlsnet.ru/drugs/betagistin-31801 | https://www.vidal.ru/drugs/betahistine__13787 | https://aptekamos.ru/tovary/lekarstva/betagistin-124/betagistin-tabletki-24mg-46959/instrukciya | https://www.pharmcontrol.ru/reference/inn/1522/ | https://www.pharmcontrol.ru/registry/drugs/7786/ | https://grls.pharm-portal.ru/grls/19239af7-0b7f-4314-b3a2-577aa68f7fb8 | https://grls.pharm-portal.ru/grls/2a618d94-4f96-4a4d-b97d-4fd0496627a0 | https://zdravmedinform.ru/grls/reg-lsr-003585-10.html,97102e2adb3a4c3a04ee5187a8388f3e
24095,451,459,БЕТАГИСТИН ТАБЛ. 16МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,Бетагистин,rx,Бетагистин,rx,Омепразол,rx,Мелоксикам,rx,Глицин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Бетагистин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бетагистин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Мелоксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Мелоксикам""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Омепразол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Омепразол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Глицин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Глицин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,Бетагистин,rx,взрослые,Бетагистин,enrichment,0,False,https://www.rlsnet.ru/drugs/betagistin-31801 | https://aptekamos.ru/tovary/lekarstva/betagistin-124/betagistin-tabletki-24mg-46959/instrukciya | https://www.vidal.ru/drugs/betahistine__13787 | https://allmed.pro/ru/drugs/betagistin | https://www.rlsnet.ru/drugs/betagistin-31801 | https://aptekamos.ru/tovary/lekarstva/betagistin-124/betagistin-tabletki-24mg-46959/instrukciya | https://www.vidal.ru/drugs/betahistine__13787 | https://www.vidal.ru/drugs/betahistine__44850 | https://www.vidal.ru/drugs/betahistine__13787 | https://aptekamos.ru/tovary/lekarstva/betagistin-124/betagistin-tabletki-16mg-46089/instrukciya | https://www.rlsnet.ru/drugs/betagistin-31801 | https://medi.ru/instrukciya/betagistin_18101/,b018537f7d0d5c58dfc9beb5edab7c5b
24098,451,459,БЕТАГИСТИН СОЛОФАРМ ТАБЛ. 16МГ №30 | ГРОТЕКС ООО | ГРОТЕКС ООО,drug,Бетагистин,rx,Бетагистин,rx,Кромоглициевая кислота,otc,,,Суматриптан,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Бетагистин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бетагистин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Кромоглициевая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Кромоглициевая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Суматриптан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Суматриптан""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,Бетагистин,rx,взрослые,Бетагистин,enrichment,0,False,https://aptekamos.ru/tovary/lekarstva/betagistin-124/betagistin-solofarm-tabletki-24mg-113311/instrukciya | https://medvestnik.ru/ls/a0e407e1-99df-4b68-8fbe-f278b5de1208.html | https://yandex.ru/medicine/medicaments/betagistin-solofarm | https://www.lsgeotar.ru/drugs/betagistin-solopharm-AGdw | https://aptekamos.ru/tovary/lekarstva/betagistin-124/betagistin-solofarm-tabletki-24mg-113311/instrukciya | https://medum.ru/betagistin-solofarm | https://yandex.ru/medicine/medicaments/betagistin-solofarm | https://apteka.ru/product/betagistin-solofarm-24-mg-60-sht-tabletki-67d2871c81406a62ed494836/instructions/ | https://www.lsgeotar.ru/ru/betagistin-solofarm-54280.html | https://allmed.pro/ru/drugs/betagistin | https://aptekamos.ru/tovary/lekarstva/betagistin-124/betagistin-solofarm-tabletki-24mg-113311/instrukciya | https://yandex.ru/medicine/medicaments/betagistin-solofarm,9d61bb15c56af706f4f6c7d7ebba951d
24255,451,459,"БЕЛОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 30Г | БЕЛУПО | БЕЛУПО",drug,Бетаметазон,rx,Бетаметазон,otc,Бетаметазон,otc,,,Бетаметазон,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Бетаметазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бетаметазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Бетаметазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бетаметазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Бетаметазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бетаметазон""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Бетаметазон"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Бетаметазон,Бетаметазон,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Бетаметазон,catalog_consensus,0,False,,62f656e3a93ed3ef4de965835f88df85
24335,451,459,БЕКЛОМЕТАЗОН АЭРОЗ. Д/ИНГ. ДОЗИР. 250МКГ/ДОЗА 200ДОЗ | БИННОФАРМ АО | БИННОФАРМ АО,drug,Беклометазон,rx,Беклометазон,rx,Беклометазон,rx,,,Ибупрофен,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Беклометазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Беклометазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Беклометазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Беклометазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Ибупрофен"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ибупрофен""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Беклометазон"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]",Беклометазон,Беклометазон,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Беклометазон,catalog_consensus,0,False,,a02388b4354f84dd79f2aac2f4ed62cd
24682,452,459,АЦИКЛОВИР ТАБЛ. 200МГ №20 АВЕКСИМА | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,drug,Ацикловир,rx,Нифуроксазид,otc,Инозин,rx,,,Азитромицин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Нифуроксазид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Нифуроксазид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Инозин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Инозин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Азитромицин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Азитромицин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,Ацикловир,rx,универсальный,Ацикловир,enrichment,0,False,https://www.rlsnet.ru/active-substance/aciklovir-27 | https://aptekamos.ru/tovary/lekarstva/aciklovir-89/aciklovir-tabletki-400mg-1035/instrukciya | https://www.vidal.ru/drugs/aciclovir__29945 | https://allmed.pro/ru/drugs/aciklovir | https://www.rlsnet.ru/active-substance/aciklovir-27 | https://www.rlsnet.ru/drugs/aciklovir-404 | https://www.vidal.ru/drugs/aciclovir__29945 | https://aptekamos.ru/tovary/lekarstva/aciklovir-89/aciklovir-tabletki-400mg-1035/instrukciya | https://aptekamos.ru/tovary/lekarstva/aciklovir-89/aciklovir-tabletki-800mg-1036/instrukciya | https://www.vidal.ru/drugs/molecule/13 | https://009.рф/articles/instruction/atsiklovir | https://apollonclinica.com/blog/atsiklovir-instruktsiya-po-primeneniyu-detyam-dlya-lecheniya-i-profilaktiki-virusnyh-infektsij,f43ad4544e58bdce690a29180005017e
24750,452,459,АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА ПЛЮС РЕНЕВАЛ ТАБЛ. 500МГ+25МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,drug,Ацетилсалициловая кислота + Аскорбиновая кислота,Без рецепта,Ацетилсалициловая кислота + Аскорбиновая кислота,otc,Натрия хлорид,rx,"Ацетилсалициловая кислота, Аскорбиновая кислота",,Розувастатин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Ацетилсалициловая кислота + Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацетилсалициловая кислота"", ""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Ацетилсалициловая кислота, Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацетилсалициловая кислота"", ""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Натрия хлорид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Натрия хлорид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Розувастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Розувастатин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,"Ацетилсалициловая кислота, Аскорбиновая кислота",otc,взрослые,"Ацетилсалициловая кислота, Аскорбиновая кислота",enrichment,0,False,https://www.vidal.ru/drugs/acetylsalicylic-acid-plus-renewal | https://health.mail.ru/drug/atsetilsalitsilovaya_kislota_plyus_reneval/ | https://www.lsgeotar.ru/drugs/acetylsalicylic-acidreneval-ADZM | https://kiberis.ru/?p=26934&lang=ru | https://health.mail.ru/drug/atsetilsalitsilovaya_kislota_plyus_reneval/ | https://medvestnik.ru/ls/a0e406f3-6eb5-47f8-b085-e362d0e0c949.html | https://www.vidal.ru/drugs/acetylsalicylic-acid-plus-renewal | https://health.mail.ru/drug/atsetilsalitsilovaya_kislota_reneval/ | https://travmakab.ru/farma/2378 | https://zdesapteka.ru/instructions/atsetilsalitsilovaya-kislota-reneval/ | https://www.vidal.ru/drugs/acetylsalicylic-acid-plus-renewal | https://health.mail.ru/drug/atsetilsalitsilovaya_kislota_plyus_reneval/,94672646091a3129cbca2042a59c48ee
24896,453,459,АТОРВАСТАТИН-ФП ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,drug,Аторвастатин,rx,Аторвастатин,rx,,,,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Аторвастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аторвастатин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Аторвастатин,rx,взрослые,Аторвастатин,enrichment,0,False,https://aptekamos.ru/tovary/lekarstva/atorvastatin-1221/atorvastatin-fp-tabletki-40mg-104814/instrukciya | https://www.rlsnet.ru/drugs/atorvastatin-fp-85808 | https://www.vidal.ru/drugs/atorvastatin-fp | https://medvisor.ru/medicine/drug/atorvastatin-fp_76927/ | https://allmed.pro/ru/drugs/atorvastatin | https://www.rlsnet.ru/drugs/atorvastatin-fp-85808 | https://www.vidal.ru/drugs/atorvastatin-fp | https://aptekamos.ru/tovary/lekarstva/atorvastatin-1221/atorvastatin-fp-tabletki-40mg-104814/instrukciya | https://medvisor.ru/medicine/drug/atorvastatin-fp_76927/ | https://aptekamos.ru/tovary/lekarstva/atorvastatin-1221/atorvastatin-fp-tabletki-40mg-104814/instrukciya | https://www.vidal.ru/drugs/atorvastatin-fp | https://www.rlsnet.ru/drugs/atorvastatin-fp-85808,93cc4a384af53180f1fd41ef6fdb7049
24901,453,459,АТОРВАСТАТИН-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 АЛКАЛОИД | АЛКАЛОИД АД Скопье | АЛКАЛОИД АД Скопье,drug,Аторвастатин,rx,Аторвастатин,rx,Аторвастатин,rx,,,Аторвастатин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Аторвастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аторвастатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Аторвастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аторвастатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Аторвастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аторвастатин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Аторвастатин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Аторвастатин,Аторвастатин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Аторвастатин,catalog_consensus,0,False,,7507a240c67e93ff6c63b7a8695c4e45
24945,453,459,АТОРВАСТАТИН-СЗ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | СЕВЕРНАЯ ЗВЕЗДА НАО | СЕВЕРНАЯ ЗВЕЗДА НАО,drug,Аторвастатин,rx,Аторвастатин,rx,Аторвастатин,rx,,,Аторвастатин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Аторвастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аторвастатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Аторвастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аторвастатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Аторвастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аторвастатин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Аторвастатин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Аторвастатин,Аторвастатин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Аторвастатин,catalog_consensus,0,False,,95135d71acae864b0060b9abafe5edfd
