product_id,normalized_text,baseline_attr_mnn,input_explicit_mnn,input_explicit_mnn_confidence,identity_gate_status,previous_catalog_mnn,previous_enrichment_mnn,previous_enrichment_status,pass_action,new_enrichment_called,new_enrichment_status,retry_count,new_mnn_enriched,new_rx_otc_enriched,new_age_enriched,final_candidate_mnn,final_mnn_method,needs_human_review,evidence_urls,research_summary,raw_artifact_path,identity_enrichment_run_id
8374,РЕДЕЦИЛ МАЗЬ Д/НАРУЖ. ПРИМ. ТУБА 35Г | РЕТИНОИДЫ АО | РЕТИНОИДЫ АО,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Метилурацил, Ретинол",rx,универсальный,"Метилурацил, Ретинол",enrichment,false,https://www.vidal.ru/drugs/redecil__15776 | https://grls.rosminzdrav.ru/ | https://megapteka.ru/specials/guide_redecil-instrukciya-po-6360 | https://pharmproduct.ru/drugs/redecil | https://medi.ru/instrukciya/redetsil_10454/ | https://megapteka.ru/specials/guide_redecil-instrukciya-po-6360 | https://medi.ru/instrukciya/redetsil_10454/ | https://www.vidal.ru/drugs/redecil__15776 | https://grls.rosminzdrav.ru/ | https://zdesapteka.ru/instructions/redetsil/ | https://pharmproduct.ru/drugs/redecil | https://www.vidal.ru/drugs/redecil__15776,"status=ok | Category=Drug | mnn=метилурацил, ретинол | RX_OTC=RX | Age=Универсальный | Редецил — комбинированная мазь для наружного применения, содержащая метилурацил и ретинол (источник: megapteka.ru). Относится к дерматопротекторным средствам (medi.ru). Применяется для стимуляции заживления и восстановления кожи после повреждений (megapteka.ru). Способ…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
8414,РЕБАМИПИД ТАБЛ. П/ПЛЕН/ОБ. 100МГ №90 | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ,Ребамипид,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Ребамипид,rx,взрослые,Ребамипид,enrichment,false,https://grls.rosminzdrav.ru/ | https://aptekamos.ru/tovary/lekarstva/rebamipid-13438/rebamipid-tabletki-100mg-110567/instrukciya | https://www.vidal.ru/drugs/rebamipid-1 | https://www.vidal.ru/drugs/rebamipid-1 | https://www.rlsnet.ru/active-substance/rebamipid-3132 | https://www.rlsnet.ru/drugs/rebamipid-sz-82953 | https://www.vidal.ru/drugs/molecule/2293 | https://aptekamos.ru/tovary/lekarstva/rebamipid-13438/rebamipid-tabletki-100mg-110567/instrukciya | https://www.vidal.ru/drugs/rebamipid-1 | https://aptekamos.ru/tovary/lekarstva/rebamipid-13438/rebamipid-tabletki-100mg-110567/instrukciya | https://www.vidal.ru/drugs/rebamipid-sz | https://yandex.ru/medicine/medicaments/rebamipid-sz,"status=ok | Category=Drug | mnn=Ребамипид | RX_OTC=RX | Age=Взрослый | Препарат Ребамипид содержит действующее вещество ребамипид, который является гастропротекторным средством, оказывающим защитное действие на слизистую оболочку желудка (источник: aptekamos.ru). Согласно инструкции на vidal.ru, препарат противопоказан для применения у детей и…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
8753,ПРОСТАНОРМ ЭКСТРАКТ Д/ПРИЕМА ВНУТРЬ ЖИДК. ФЛ. 100МЛ | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,,,none,unresolved_catalog,,,ok_partial,new_enrichment,true,ok,1,"Зверобоя трава, Золотарника канадского трава, Солодки корни, Эхинацеи пурпурной корневища с корнями",otc,взрослые,"Зверобоя трава, Золотарника канадского трава, Солодки корни, Эхинацеи пурпурной корневища с корнями",enrichment,false,https://aptekamos.ru/tovary/lekarstva/zveroboya-trava-zolotarnika-kanadskogo-trava-solodki-korni-exinacei-perpurnoyo-kornevishha-5422/prostanorm-tabletki-200mg-27945/instrukciya | https://pharmproduct.ru/drugs/prostanorm | https://www.rlsnet.ru/drugs/prostanorm-79815 | https://www.webapteka.ru/drugbase/name13278.html | https://allmed.pro/ru/drugs/prostanorm | https://zdesapteka.ru/instructions/prostanorm/ | https://www.vidal.ru/drugs/prostanorm__31368 | https://www.vidal.ru/drugs/prostanorm__31368 | https://www.rlsnet.ru/drugs/prostanorm-79815 | https://health.mail.ru/drug/prostanorm-1/ | https://www.webapteka.ru/drugbase/name13278.html | https://medi.ru/instrukciya/prostanorm-tabletki_9608/,"status=ok | Category=Drug | mnn=Зверобоя трава, Золотарника канадского трава, Солодки корни, Эхинацеи пурпурной корневища с корнями | RX_OTC=OTC | Age=Взрослый | Простанорм — комбинированный препарат растительного происхождения, оказывает простатотропное, противовоспалительное, анальгезирующее и бактериостатическое действие (источники: vidal.ru, rlsnet.ru). Состав включает экстракт из смеси трав: зверобоя, золотарника канадского,…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
8788,ПРОПИЦИЛ ТАБЛ. 50МГ №20 | ХАУПТ ФАРМА МЮНСТЕР ГМБХ | ХАУПТ ФАРМА МЮНСТЕР ГМБХ,Пропилтиоурацил,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,ПРОПИЛТИОУРАЦИЛ,rx,универсальный,ПРОПИЛТИОУРАЦИЛ,enrichment,false,https://pharmproduct.ru/drugs/propicil | https://grls.rosminzdrav.ru/ | https://www.webapteka.ru/drugbase/name5573.html | https://www.vidal.ru/drugs/propycil__5744 | https://www.rlsnet.ru/drugs/propicil-6243 | https://medvisor.ru/medicine/drug/propitsil_38594/ | https://yandex.ru/medicine/medicaments/propitsil-tab | https://grls.rosminzdrav.ru/ | https://www.vidal.ru/drugs/propycil__5744 | https://www.rlsnet.ru/drugs/propicil-6243 | https://www.neboleem.net/propicil.php | https://www.webapteka.ru/drugbase/name5573.html,"status=ok | Category=Drug | mnn=ПРОПИЛТИОУРАЦИЛ | RX_OTC=RX | Age=Универсальный | Пропицил (МНН: пропилтиоурацил) — лекарственное средство, производитель Хаупт Фарма Берлин ГмбХ, Германия. Форма выпуска: таблетки 50 мг. Препарат применяется для лечения тиреотоксикоза, дозировка зависит от возраста: детям от 6 до 10 лет — 50-150 мг/сут, старше 10 лет и…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
9197,ПОМОГУША СИРОП ДЕТСКИЙ ДЛЯ ДЕТЕЙ С 3-Х ЛЕТ ПРОТИВОПРОСТУДНЫЙ 100МЛ | ЮГ ООО | ЮГ ООО,,,none,unresolved_catalog,,,ok,new_enrichment,true,ok,0,,unknown,дети,,unresolved_final,true,https://grls.rosminzdrav.ru/ | https://rlp2.test.egisz.rosminzdrav.ru/registries/grls | https://edu-rosminzdrav.ru/grls-mnn-chto-eto/ | https://grls.rosminzdrav.ru/ | https://aptekamos.ru/tovary/pishhevye-produkty/pomogusha-13949/pomogusha-immunomoduliruyushhiyo-sirop-detskiyo-100ml-87305/instrukciya | https://aptekamos.ru/tovary/pishhevye-produkty/pomogusha-13949/pomogusha-uspokaivayushhiyo-sirop-detskiyo-100ml-101043/instrukciya | https://pharmznanie.ru/drugs/pomogusha-sirop-detskij-uspokaivayushhij-100-ml | http://lekhar.ru/wp-content/uploads/2018/06/%D0%9F%D0%BE%D0%BC%D0%BE%D0%B3%D1%83%D1%88%D0%B0-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F-%D0%BF%D0%BE-%D0%BF%D1%80%D0%B8%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D1%8E.pdf | https://pharmznanie.ru/drugs/pomogusha-sirop-dlya-detej-protivoprostudnyj-100-ml | http://lekhar.ru/lekarstva/preparaty-dlja-nervnoj-sistemy/pomogusha-instrukcija-po-primeneniju/ | https://instruk.world-shop.ru/pomogusha-sirop-detskiy-uspokaivayushchiy-instruktsiya/ | https://pharmznanie.ru/article/instrukcia-dla-farmacevta-kak-bystro-iskat-dostovernuu-informaciu-o-lekarstvah,"status=ok | Category=Other | RX_OTC=not applicable | Age=Детский | Согласно найденным инструкциям, препарат 'Помогуша' предназначен для детей с 3 лет. В инструкциях указаны дозировки для детей от 3 до 11 лет и от 11 до 14 лет. Однако в результатах поиска не найдено информации о регистрации в ГРЛС, МНН или рецептурном статусе. Упоминания о…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
9539,"ПИКОДИНАР КАПЛИ Д/ПРИЕМА ВНУТРЬ 7,5МГ/МЛ ФЛ. 15МЛ | ГРОТЕКС ООО | ГРОТЕКС ООО",,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,НАТРИЯ ПИКОСУЛЬФАТ,otc,универсальный,НАТРИЯ ПИКОСУЛЬФАТ,enrichment,false,https://www.vidal.ru/drugs/picodinar | https://www.lsgeotar.ru/drugs/picodinar-ADR8 | https://grls.rosminzdrav.ru/ | https://pharmproduct.ru/drugs/pikodinar | https://medi.ru/instrukciya/pikodinar_22342/ | https://medi.ru/instrukciya/pikodinar_22342/ | https://www.vidal.ru/drugs/picodinar | https://medvisor.ru/medicine/drug/pikodinar_38168/ | https://www.webapteka.ru/drugbase/name71305.html | https://bz.medvestnik.ru/drugs/242692.html | https://www.vidal.ru/drugs/picodinar | https://medi.ru/instrukciya/pikodinar_22342/,"status=ok | Category=Drug | mnn=НАТРИЯ ПИКОСУЛЬФАТ | RX_OTC=OTC | Age=Универсальный | Пикодинар является лекарственным средством (препаратом), действующее вещество — натрия пикосульфат (МНН). Отпускается без рецепта (bz.medvestnik.ru). Применяется у взрослых и детей старше 4 лет: взрослым и детям старше 10 лет — 10-20 капель в сутки, детям 4-10 лет — 5-10 капель…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
9941,ПАРОДОНТОЦИД ОПОЛАСКИВАТЕЛЬ ДЛЯ ПОЛОСТИ РТА 250МЛ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ,,,none,unresolved_catalog,,,ok_partial,new_enrichment,true,error,2,,unknown,unknown,,unresolved_final,true,,status=error | error=transport,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
10046,ПАПАВЕРИН ТАБЛ. 40МГ №10 ИРБИТСКИЙ ХФЗ | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Папаверин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Папаверин,rx,универсальный,Папаверин,enrichment,false,https://www.rlsnet.ru/drugs/papaverin-26592 | https://www.vidal.ru/drugs/papaverin__5582 | https://www.rlsnet.ru/drugs/papaverin-26592 | https://allmed.pro/ru/drugs/papaverin | https://www.rlsnet.ru/drugs/papaverin-26592 | https://megapteka.ru/specials/guide_papaverin-instrukciya-po-873 | https://medi.ru/instrukciya/papaverin_22138/ | https://www.vidal.ru/drugs/papaverine__18543 | https://health.mail.ru/drug/papaverin_1/ | https://b-apteka.ru/articles/papaverin | https://medi.ru/instrukciya/papaverin_22140/ | https://medum.ru/papaverine,"status=ok | Category=Drug | mnn=Папаверин | RX_OTC=RX | Age=Универсальный | Препарат Папаверин является лекарственным средством (МНН: Папаверин). Согласно данным Государственного реестра лекарственных средств (ГРЛС), препарат отпускается по рецепту (источник: https://grls.pharm-portal.ru/grls/2993c030-54eb-4632-962e-e5c44550ab39). Инструкции указывают,…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
10121,ПАНТЕНОЛ-ТЕВА МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 35Г | МЕРКЛЕ ГМБХ | МЕРКЛЕ ГМБХ,Декспантенол,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Декспантенол,otc,универсальный,Декспантенол,enrichment,false,https://www.lsgeotar.ru/drugs/panthenol-teva-AFbX | https://www.lsgeotar.ru/drugs/panthenol-teva-ABTC | https://medvestnik.ru/ls/a0e3f25f-9418-4652-b715-7ee15463b169.html | https://health.mail.ru/drug/pantenolteva/ | https://www.webapteka.ru/drugbase/name51790.html | https://www.vidal.ru/drugs/panthenol-teva__7122 | https://health.mail.ru/drug/pantenolteva/ | https://zdesapteka.ru/instructions/pantenol-teva/ | https://yandex.ru/medicine/medicaments/pantenol-teva | https://www.vidal.ru/drugs/panthenol-teva__7122 | https://drugs.medelement.com/drug/%D0%BF%D0%B0%D0%BD%D1%82%D0%B5%D0%BD%D0%BE%D0%BB-%D1%82%D0%B5%D0%B2%D0%B0-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/181181471477650960?instruction_lang=RU | https://medvisor.ru/medicine/drug/pantenol-teva_37876/,"status=ok | Category=Drug | mnn=декспантенол | RX_OTC=OTC | Age=Универсальный | Пантенол-Тева — лекарственный препарат, содержащий действующее вещество декспантенол (МНН). Относится к группе стимуляторов регенерации тканей, является предшественником пантотеновой кислоты (витамин В5). Препарат отпускается без рецепта (источник: zdesapteka.ru). Применяется у…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
10283,"ОТРИВИН КОМПЛЕКС СПРЕЙ НАЗ. 0,6МГ/МЛ + 0,5МГ/МЛ (84МКГ/ДОЗА+70МКГ/ДОЗА) ФЛ. 10МЛ | ГКС КОНСЬЮМЕР ХЕЛС С.А. | ГКС КОНСЬЮМЕР ХЕЛС С.А.",,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Ксилометазолин, Ипратропия бромид",rx,взрослые,"Ксилометазолин, Ипратропия бромид",enrichment,false,https://www.vidal.ru/drugs/otrivin_complex__44371 | https://drugs.medelement.com/drug/%D0%BE%D1%82%D1%80%D0%B8%D0%B2%D0%B8%D0%BD-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/765800841538026890?instruction_lang=RU | https://www.rlsnet.ru/drugs/otrivin-kompleks-58632 | https://megapteka.ru/specials/guide_otrivin-instrukciya-po-1455 | https://www.vidal.ru/drugs/otrivin_complex__44371 | https://medi.ru/instrukciya/otrivin-kompleks_22044/ | https://www.rlsnet.ru/drugs/otrivin-kompleks-58632 | https://health.mail.ru/drug/otrivin-kompleks/ | https://zdesapteka.ru/instructions/otrivin-kompleks/ | https://www.vidal.ru/drugs/otrivin_complex__44371 | https://drugs.medelement.com/drug/%D0%BE%D1%82%D1%80%D0%B8%D0%B2%D0%B8%D0%BD-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/765800841538026890?instruction_lang=RU | https://www.vidal.ru/drugs/otrivin__23457,"status=ok | Category=Drug | mnn=Ксилометазолин, Ипратропия бромид | RX_OTC=RX | Age=Взрослый | Отривин Комплекс — комбинированный препарат, содержащий ксилометазолин (сосудосуживающее) и ипратропия бромид (антихолинергическое), применяется интраназально для облегчения носового дыхания при ринитах. Согласно инструкции, препарат предназначен для взрослых старше 18 лет (по…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
11142,НУРОФАСТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 | АЛИУМ АО | АЛИУМ АО,Ибупрофен,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Ибупрофен,otc,универсальный,Ибупрофен,enrichment,false,https://www.vidal.ru/drugs/hurofast | https://www.rlsnet.ru/drugs/nurofast-79943 | https://aptekamos.ru/tovary/lekarstva/ibuprofen-333/nurofast-tabletki-200mg-95273/instrukciya | https://grls.rosminzdrav.ru/ | https://medi.ru/instrukciya/nurofast_21813/ | https://www.rlsnet.ru/drugs/nurofast-79943 | https://zdesapteka.ru/instructions/nurofast/ | https://www.vidal.ru/drugs/hurofast | https://www.vidal.ru/drugs/hurofast | https://www.rlsnet.ru/drugs/nurofast-79943 | https://yandex.ru/medicine/medicaments/nurofast | https://health.mail.ru/drug/nurofast-2/,"status=ok | Category=Drug | mnn=Ибупрофен | RX_OTC=OTC | Age=Универсальный | Нурофаст — лекарственный препарат, содержащий ибупрофен (МНН). Относится к НПВС, оказывает противовоспалительное, анальгезирующее и жаропонижающее действие (источник: Видаль, https://www.vidal.ru/drugs/hurofast). Применяется при головной, зубной боли, мигрени, болезненных…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
11173,НО-ШПА ДУО ТАБЛ. 40МГ+500МГ №12 | ХИНОИН ЗАВОД ФАРМАЦЕВТИЧЕСКИХ И ХИМИЧЕСКИХ ПРОДУКТОВ ЗАО/ОПЕЛЛА ХЕЛСКЕА ВЕНГРИЯ ЛТД | ХИНОИН ЗАВОД ФАРМАЦЕВТИЧЕСКИХ И ХИМИЧЕСКИХ ПРОДУКТОВ ЗАО/ОПЕЛЛА ХЕЛСКЕА ВЕНГРИЯ ЛТД,Дротаверин + Парацетамол,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Дротаверин, Парацетамол",otc,универсальный,"Дротаверин, Парацетамол",enrichment,false,https://www.vidal.ru/drugs/unispaz_n__25205 | https://www.rlsnet.ru/drugs/no-spa-duo-85418 | https://aptekamos.ru/tovary/lekarstva/drotaverin-paracetamol-12760/no-shpa-duo-tabletki-40mg-500mg-98899/instrukciya | https://www.vidal.ru/drugs/no-spa__591 | https://apteka.ru/product/no-shpa-duo-40-mg--500-mg-12-sht-tabletki-6350ea2c5d0cc7efccd23d04/instructions/ | https://www.webapteka.ru/drugbase/name72674.html | https://www.rlsnet.ru/drugs/no-spa-duo-85418 | https://www.rlsnet.ru/drugs/no-spa-2216 | https://yandex.ru/medicine/medicaments/no-shpa-duo | https://www.vidal.ru/drugs/unispaz_n__25205 | https://zdesapteka.ru/instructions/no-shpa-duo/ | https://www.pharmcontrol.ru/registry/drugs/14854/,"status=ok | Category=Drug | mnn=Дротаверин, Парацетамол | RX_OTC=OTC | Age=Универсальный | Препарат Но-шпа Дуо содержит дротаверин и парацетамол (МНН: Дротаверин+Парацетамол) и зарегистрирован в ГРЛС (рег. номер ЛСР-000858/10). Согласно инструкции, он показан взрослым, подросткам и детям от 6 лет при болевом синдроме слабой и умеренной интенсивности. Отпускается без…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
11272,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,,,none,unresolved_catalog,,,ok,new_enrichment,true,ok,0,,unknown,универсальный,,unresolved_final,true,https://www.rlsnet.ru/drugs/nootropil-65 | https://www.vidal.ru/drugs/nootropil__606 | https://www.asna.ru/product/nootrop/instruction/ | https://www.neboleem.net/nootrop.php | https://www.vidal.ru/drugs/nootropil__607 | https://aptekamos.ru/tovary/lekarstva/piracetam-726/nootropil-tabletki-1200mg-7002/instrukciya | https://megapteka.ru/specials/guide_nootropil-instrukciya-po-1344 | https://grls.rosminzdrav.ru/ | https://rlp.test.egisz.rosminzdrav.ru/ | https://www.asna.ru/product/nootrop/instruction/ | https://www.asna.ru/product/nootrop/instruction/ | https://www.neboleem.net/nootrop.php,"status=ok | Category=BAS | RX_OTC=not applicable | Age=Универсальный | Согласно найденным источникам, препарат «Ноотроп» (капсулы №48, производитель ВИС ООО) относится к биологически активным добавкам (БАД), а не к лекарственным средствам. Например, на сайте neboleem.net указано: «Ноотроп - нелекарственный препарат, относящийся к классу…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
11277,НООКЛЕРИН Р-Р Д/ПРИЕМА ВНУТРЬ 200МГ/МЛ ФЛ. 100МЛ | ЭКОХИМ-ИННОВАЦИИ ООО | ЭКОХИМ-ИННОВАЦИИ ООО,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Deanol aceglumate,rx,универсальный,Deanol aceglumate,enrichment,false,https://www.vidal.ru/drugs/nooclerin__2971 | https://www.rlsnet.ru/drugs/nooklerin-16393 | https://aptekamos.ru/tovary/lekarstva/deanola-aceglumat-1323/nooklerin-rastvor-200mg-ml-100ml-25670/instrukciya | https://megapteka.ru/specials/guide_nooklerin-instrukciya-po-2692 | https://medi.ru/instrukciya/nooklerin_6864/ | https://allmed.pro/ru/drugs/nooklerin | https://www.rlsnet.ru/drugs/nooklerin-16393 | https://www.vidal.ru/drugs/nooclerin__2971 | https://medi.ru/instrukciya/nooklerin_6864/ | https://health.mail.ru/drug/nooklerin/ | https://megapteka.ru/specials/guide_nooklerin-instrukciya-po-2692 | https://www.vidal.ru/drugs/nooclerin__2971,"status=ok | Category=Drug | mnn=Deanol aceglumate | RX_OTC=RX | Age=Универсальный | Нооклерин — ноотропный препарат, по химической структуре близкий к естественным метаболитам головного мозга (ГАМК, глутаминовая кислота). Действующее вещество — деанола ацеглумат (Deanol aceglumate). Препарат применяется у взрослых и детей (с 10 лет) для лечения умственной…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
11292,"НОЛЬПАЗА ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Пантопразол,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Пантопразол,rx,универсальный,Пантопразол,enrichment,false,https://www.vidal.ru/drugs/nolpaza__21167 | https://aptekamos.ru/tovary/lekarstva/pantoprazol-5418/nolpaza-tabletki-20mg-50635/instrukciya | https://www.rlsnet.ru/drugs/nolpaza-36065 | https://www.webapteka.ru/drugbase/name19800.html | https://www.vidal.ru/drugs/nolpaza__21167 | https://medi.ru/instrukciya/nolpaza_3677/ | https://www.webapteka.ru/drugbase/name19800.html | https://www.asna.ru/product/nolpaza/instruction/ | https://www.rlsnet.ru/drugs/nolpaza-36065 | https://drugs.medelement.com/drug/%D0%BD%D0%BE%D0%BB%D1%8C%D0%BF%D0%B0%D0%B7%D0%B0-%D1%82%D0%B0%D0%B1%D0%BB%D0%B5%D1%82%D0%BA%D0%B8-40-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/854488901477650955?instruction_lang=RU | https://tabletka.ru/selection/nolpaza/instruction/ | https://www.krka.ru/_assets/Nolpaza-grtab_PIL_appr.-28072021.pdf,"status=ok | Category=Drug | mnn=Пантопразол | RX_OTC=RX | Age=Универсальный | Нольпаза является лекарственным средством (препаратом), согласно данным Государственного реестра лекарственных средств (ГРЛС) и других источников. Действующее вещество — пантопразол (МНН: Пантопразол). Препарат относится к ингибиторам протонного насоса, снижает секрецию соляной…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
11293,"НОЛЬПАЗА ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №14 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Пантопразол,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Пантопразол,rx,универсальный,Пантопразол,enrichment,false,https://www.vidal.ru/drugs/nolpaza__21167 | https://www.rlsnet.ru/drugs/nolpaza-36065 | https://aptekamos.ru/tovary/lekarstva/pantoprazol-5418/nolpaza-tabletki-20mg-50635/instrukciya | https://www.webapteka.ru/drugbase/name19800.html | https://allmed.pro/ru/drugs/nol_paza | https://www.webapteka.ru/drugbase/name19800.html | https://www.rlsnet.ru/drugs/nolpaza-36065 | https://www.vidal.ru/drugs/nolpaza__21167 | https://www.vidal.ru/drugs/nolpaza__21167 | https://medi.ru/instrukciya/nolpaza_3677/ | https://www.webapteka.ru/drugbase/name19800.html | https://www.asna.ru/product/nolpaza/instruction/,"status=ok | Category=Drug | mnn=Пантопразол | RX_OTC=RX | Age=Универсальный | Нольпаза — лекарственный препарат, ингибитор протонного насоса. Активное вещество — пантопразол (в форме натрия сесквигидрата). Относится к рецептурным препаратам. Применяется у взрослых и детей (с 5 лет) при ГЭРБ и других кислотозависимых состояниях. Информация о возрастных…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
11667,"НИКОРЕТТЕ СПРЕЙ Д/СЛИЗИСТ. ОБОЛОЧ. ПОЛОСТИ РТА ДОЗИР. ФРУКТОВО-МЯТНЫЙ 1МГ/ДОЗА ФЛ. 13,2МЛ 150ДОЗ №2 | МАКНИЛ АБ | МАКНИЛ АБ",,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Никотин,otc,взрослые,Никотин,enrichment,false,https://pharmproduct.ru/drugs/nikorette | https://www.vidal.ru/drugs/nicorette__31749 | https://aptekamos.ru/tovary/lekarstva/nikotin-631/nikorette-tabletki-dlya-rassasyvaniya-myatnye-2mg-99512/instrukciya | https://aptekamos.ru/tovary/lekarstva/nikotin-631/nikorette-zhevatelnaya-rezinka-2mg-6085/instrukciya | https://www.eapteka.ru/spb/goods/nikorette/ | https://www.pharmcontrol.ru/registry/drugs/10356/ | https://grls.pharm-portal.ru/grls/1348e5ec-bb93-4775-aa80-33fdd762e6a5 | https://grls.pharm-portal.ru/grls/ac0d517f-d4b1-4619-9d64-6fed02b41fba | https://zdravmedinform.ru/grls/reg-lp-010764-rg-ru.html | https://grls.pharm-portal.ru/grls/ac0d517f-d4b1-4619-9d64-6fed02b41fba | https://grls.pharm-portal.ru/grls/1348e5ec-bb93-4775-aa80-33fdd762e6a5 | https://www.pharmcontrol.ru/registry/drugs/10356/,"status=ok | Category=Drug | mnn=Никотин | RX_OTC=OTC | Age=Взрослый | Никоретте — лекарственный препарат, МНН Никотин (источники: ГРЛС, PharmProduct, Видаль). Применяется для лечения табачной зависимости, снижения потребности в никотине и облегчения симптомов отмены при отказе от курения (aptekamos.ru). Препарат отпускается без рецепта…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
12389,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Мяты перечной листья,,none,unresolved_catalog,,,ok_partial,new_enrichment,true,ok,0,Мяты перечной листья,otc,универсальный,Мяты перечной листья,enrichment,false,https://www.lsgeotar.ru/drugs/peppermint-leaves-AGrj | https://allmed.pro/ru/drugs/mjaty-perechnoj-listja | https://www.vidal.ru/drugs/menthae_piperitae_folia__34177 | https://www.vidal.ru/drugs/menthae_piperitae_folia__34177 | https://zdesapteka.ru/instructions/myaty-perechnoy-listya/ | https://medum.ru/listya-myaty-perechnoy | https://health.mail.ru/drug/myaty-perechnoy-listya/ | https://medi.ru/instrukciya/myaty-perechnoy-listya_21404/ | https://www.rlsnet.ru/drugs/myaty-perecnoi-listya-5753 | https://medi.ru/instrukciya/myaty-perechnoy-listya_21407/ | https://medum.ru/listya-myaty-perechnoj | https://vaskov.pro/grls/0ae96ff7-9b56-125e-819b-6c3d2b3602a7,"status=ok | Category=Drug | mnn=Мяты перечной листья | RX_OTC=OTC | Age=Универсальный | Мяты перечной листья — лекарственное средство растительного происхождения. Согласно инструкциям, настой обладает спазмолитическим, успокаивающим, желчегонным, противорвотным и местнораздражающим действием (lsgeotar.ru, vidal.ru). Препарат применяется внутрь 2-3 раза в день за…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
